barangay,household_id,member_id,nuclear_family,relationship_nuclear_head,national_id_issued,philsys_card_number,solo_parent,solo_parent_id,senior_citizen_id,pregnant,lactating,disability,pwd_id,type_of_disability,seeing,hearing,walking,remembering,self_caring,communication
Tibanban,TIB-0073,TIB-0073-5,03,01,8,3802690744445930,2,8,,,,2,2,,4,3,1,4,2,1
Tibanban,TIB-0073,TIB-0073-6,05,05,1,3666332917456756,2,2,,,,2,1,,1,1,3,4,3,4
Tibanban,TIB-0074,TIB-0074-1,06,05,8,6821731913642883,1,8,,2,1,2,2,,2,4,1,3,1,4
Tibanban,TIB-0075,TIB-0075-1,02,02,8,8761930730327753,1,1,,1,1,2,2,,4,1,3,3,1,1
Tibanban,TIB-0075,TIB-0075-2,06,03,1,1356837945693166,8,1,,,,1,1,"D,A,G",,,,,,
Tibanban,TIB-0075,TIB-0075-3,04,09,2,9648316789604214,1,2,,,,2,2,,2,1,2,1,4,2
Tibanban,TIB-0075,TIB-0075-4,02,02,2,9584018127846971,8,2,,,,2,1,,,,,,,
Tibanban,TIB-0075,TIB-0075-5,03,09,8,4336261301188991,8,1,,,,2,1,,1,3,3,2,2,3
Tibanban,TIB-0076,TIB-0076-1,06,07,1,7647687716741310,1,8,,,,1,1,"Z,G,E",1,3,1,2,3,3
Tibanban,TIB-0076,TIB-0076-2,01,01,1,5222624084926188,8,2,,,,1,2,"A,B,E",4,2,2,2,2,2
Tibanban,TIB-0077,TIB-0077-1,05,09,8,4023246866258307,2,1,,,,1,2,"Z,E,B",,,,,,
Tibanban,TIB-0077,TIB-0077-2,05,07,2,5861827075145847,8,8,,2,2,2,2,,2,1,1,1,2,2
Tibanban,TIB-0077,TIB-0077-3,06,05,1,8958843444872975,1,2,,,,2,2,,3,4,2,2,3,1
Tibanban,TIB-0077,TIB-0077-4,05,08,1,7201228469593645,8,2,,,,2,2,,4,3,1,4,3,3
Tibanban,TIB-0077,TIB-0077-5,02,10,8,4808823000794953,8,2,,1,2,1,1,"B,G,D",2,1,1,1,2,3
Tibanban,TIB-0077,TIB-0077-6,06,04,8,8907801333188489,8,2,,,,1,1,"D,A,G",4,2,2,2,4,1
Tibanban,TIB-0078,TIB-0078-1,04,09,2,1240175462267179,8,2,,,,1,1,"C,A,E",4,1,2,4,2,3
Tibanban,TIB-0078,TIB-0078-2,04,02,2,3502233187507138,1,1,1,1,2,2,2,,3,1,3,2,2,3
Tibanban,TIB-0078,TIB-0078-3,02,06,8,5671540185481790,2,2,,,,2,1,,2,1,4,1,1,4
Tibanban,TIB-0078,TIB-0078-4,03,08,1,2779569273633006,8,8,,1,2,2,1,,3,4,4,1,4,1
Tibanban,TIB-0078,TIB-0078-5,02,08,2,3445536248212898,1,8,,,,2,2,,2,2,3,3,4,3
Tibanban,TIB-0079,TIB-0079-1,05,07,1,7489407432323592,2,8,,2,2,2,1,,4,3,2,4,4,4
Tibanban,TIB-0079,TIB-0079-2,04,07,2,4399389314820781,8,1,,,,2,2,,4,4,3,2,2,3
Tibanban,TIB-0079,TIB-0079-3,03,10,1,7279161454058543,2,1,,1,1,2,1,,2,1,2,2,1,4
Tibanban,TIB-0079,TIB-0079-4,03,02,2,9811638773129955,8,2,,2,1,2,2,,1,2,3,4,3,4
Tibanban,TIB-0080,TIB-0080-1,01,09,1,6981657996287714,8,2,,2,1,1,2,"A,B,D",4,4,4,3,1,4
Tibanban,TIB-0080,TIB-0080-2,05,01,8,6327109394105864,8,8,8,,,1,1,"E,F,G",1,3,3,4,4,1
Tibanban,TIB-0081,TIB-0081-1,06,00,8,4525947838091276,1,2,,,,2,2,,1,3,2,2,1,3
Tibanban,TIB-0081,TIB-0081-2,04,06,8,9961051700280633,1,1,,,,1,1,"E,Z,B",1,3,1,2,4,2
Tibanban,TIB-0081,TIB-0081-3,04,04,2,7556124018247220,1,8,,,,2,1,,2,1,3,4,3,2
Tibanban,TIB-0081,TIB-0081-4,06,03,1,8632216656622449,8,1,,,,2,1,,1,3,2,1,3,4
Tibanban,TIB-0082,TIB-0082-1,05,05,8,3145841437620963,1,1,,,,1,2,"Z,F,G",4,1,1,2,1,2
Tibanban,TIB-0082,TIB-0082-2,06,05,2,2549834538887303,1,8,,,,1,1,"F,Z,G",4,4,4,4,3,4
Tibanban,TIB-0082,TIB-0082-3,01,03,1,7508693564132225,1,8,,,,1,1,"E,A,D",,,,,,
Tibanban,TIB-0082,TIB-0082-4,06,10,1,1329640428765954,1,8,,,,1,2,"G,C,Z",,,,,,
Tibanban,TIB-0082,TIB-0082-5,04,01,8,8554129064370045,2,1,,,,2,2,,4,4,1,2,4,2
Tibanban,TIB-0083,TIB-0083-1,03,02,1,5573084616451381,2,2,,,,1,1,"G,C,Z",2,4,1,4,1,1
Tibanban,TIB-0083,TIB-0083-2,02,00,8,6081642065119726,2,2,,,,2,2,,1,3,4,3,4,3
Tibanban,TIB-0084,TIB-0084-1,02,02,2,5223171990121925,1,8,,2,1,2,2,,3,2,3,2,1,2
Tibanban,TIB-0084,TIB-0084-2,01,10,8,5919463505246891,2,2,,,,1,1,"E,B,G",4,3,1,2,4,3
Tibanban,TIB-0084,TIB-0084-3,04,10,1,7985760295289187,8,8,,,,1,2,"A,F,E",,,,,,
Tibanban,TIB-0084,TIB-0084-4,01,04,8,7661024803266451,2,1,,1,2,2,1,,2,1,3,3,4,4
Tibanban,TIB-0084,TIB-0084-5,03,02,2,8758107642710521,1,2,,1,2,1,2,"E,D,Z",1,3,3,1,4,4
Tibanban,TIB-0085,TIB-0085-1,03,00,2,9504825390894803,2,2,,1,1,1,2,"A,D,B",3,4,2,3,2,4
Tibanban,TIB-0085,TIB-0085-2,04,03,8,3595723293193599,1,1,,1,1,2,1,,3,4,4,3,2,2
Tibanban,TIB-0086,TIB-0086-1,05,04,8,4811501509895708,2,1,,,,2,1,,1,1,4,2,1,1
Tibanban,TIB-0086,TIB-0086-2,06,08,2,6557987154065799,2,1,,2,2,2,1,,1,1,2,2,3,3
Tibanban,TIB-0087,TIB-0087-1,05,07,1,9501941667786713,8,2,,,,1,2,"F,C,D",2,2,1,1,2,3
Tibanban,TIB-0087,TIB-0087-2,04,08,8,3212143827361826,8,1,8,,,2,2,,3,2,1,4,2,1
Tibanban,TIB-0087,TIB-0087-3,01,10,2,5469829307040394,8,8,,,,2,2,,4,4,4,2,4,1
Tibanban,TIB-0087,TIB-0087-4,01,04,2,4703666380371653,8,2,,,,1,1,"C,F,E",4,3,4,2,1,2
Tibanban,TIB-0088,TIB-0088-1,05,06,2,1154068042803003,2,1,1,2,2,2,1,,4,1,3,1,3,1
Tibanban,TIB-0088,TIB-0088-2,06,10,2,9976479548765645,1,8,,,,1,2,"Z,E,B",,,,,,
Tibanban,TIB-0089,TIB-0089-1,02,05,1,6111090636967878,8,1,,,,2,2,,,,,,,
Tibanban,TIB-0089,TIB-0089-2,05,05,8,1602063984393627,1,1,,,,1,1,"Z,A,D",1,3,3,4,4,3
Tibanban,TIB-0090,TIB-0090-1,06,01,2,7509239149499191,1,8,,,,2,1,,2,3,1,2,3,1
Tibanban,TIB-0090,TIB-0090-2,02,03,8,2111575719711361,2,2,8,2,2,1,2,"G,C,B",2,4,1,3,3,2
Tibanban,TIB-0090,TIB-0090-3,05,01,1,7997198529992157,1,2,1,2,2,2,2,,3,4,1,1,1,4
Tibanban,TIB-0090,TIB-0090-4,01,00,1,5327523153317879,8,2,,,,1,1,"B,D,C",4,4,4,1,3,4
Tibanban,TIB-0090,TIB-0090-5,05,06,1,7614231396803381,8,8,,,,1,1,"A,E,B",3,3,1,1,3,4
Tibanban,TIB-0091,TIB-0091-1,04,08,2,7583808173686944,8,2,,,,1,1,"C,G,Z",,,,,,
Tibanban,TIB-0091,TIB-0091-2,02,01,2,8533370427504691,2,1,8,1,2,1,2,"Z,F,G",2,1,1,4,4,2
Tibanban,TIB-0091,TIB-0091-3,02,02,8,9245926262136684,1,8,,,,1,2,"D,B,F",,,,,,
Tibanban,TIB-0092,TIB-0092-1,01,10,8,5678803651285032,8,8,,,,1,1,"D,C,G",,,,,,
Tibanban,TIB-0092,TIB-0092-2,06,00,8,3014397096678362,2,1,,,,1,1,"G,A,B",3,4,3,3,3,1
Tibanban,TIB-0092,TIB-0092-3,04,08,1,3722110038226099,2,2,,2,2,1,1,"C,D,F",3,4,3,2,4,2
Tibanban,TIB-0092,TIB-0092-4,05,10,2,3601604733502639,1,2,,,,2,2,,3,3,3,2,1,1
Tibanban,TIB-0092,TIB-0092-5,03,00,8,6033193036552032,1,8,,2,2,1,2,"D,G,Z",4,2,1,2,3,4
Tibanban,TIB-0092,TIB-0092-6,03,00,1,9727001258680972,2,2,,,,2,2,,2,3,2,2,2,4
Tibanban,TIB-0093,TIB-0093-1,04,10,8,1827559818181418,1,2,,,,2,2,,3,2,3,4,1,4
Tibanban,TIB-0094,TIB-0094-1,05,02,2,6941730988889396,1,8,,2,1,2,1,,1,4,1,3,3,2
Tibanban,TIB-0094,TIB-0094-2,06,08,8,8887418147492837,1,2,,2,1,1,2,"C,B,A",1,4,2,3,2,4
Tibanban,TIB-0095,TIB-0095-1,02,04,8,1303610206219223,8,2,,1,2,1,2,"C,B,A",2,2,4,1,3,3
Tibanban,TIB-0095,TIB-0095-2,02,04,2,5818146186394194,1,8,1,,,2,1,,3,3,1,4,2,2
Tibanban,TIB-0095,TIB-0095-3,03,09,2,9203621277093076,8,8,,1,1,1,2,"B,Z,G",1,4,1,2,3,1
Tibanban,TIB-0095,TIB-0095-4,01,07,2,7141117991868838,8,8,,1,1,2,1,,2,2,1,4,4,3
Tibanban,TIB-0096,TIB-0096-1,06,10,8,7916230910029852,1,1,,,,1,1,"B,G,Z",1,4,3,4,4,4
Tibanban,TIB-0096,TIB-0096-2,06,10,8,4696368951274000,1,2,,1,2,2,1,,4,1,2,2,2,2
Tibanban,TIB-0096,TIB-0096-3,06,04,2,5580681018884896,8,8,,,,2,2,,4,4,4,3,4,1
Tibanban,TIB-0096,TIB-0096-4,03,03,8,3135235570599195,2,1,,,,2,2,,1,4,4,1,4,3
Tibanban,TIB-0096,TIB-0096-5,01,02,1,4707150625782841,1,1,,,,2,2,,3,3,4,1,3,1
Tibanban,TIB-0097,TIB-0097-1,04,07,8,3456342109805243,8,2,,,,2,1,,3,1,3,1,2,1
Tibanban,TIB-0097,TIB-0097-2,06,08,1,8212939915819291,1,8,,,,2,1,,4,2,3,1,3,2
Tibanban,TIB-0098,TIB-0098-1,02,03,2,9067036192300750,2,1,,,,2,2,,1,1,1,4,4,1
Tibanban,TIB-0098,TIB-0098-2,04,05,8,8256697457463028,8,1,,1,1,2,1,,2,3,2,4,4,1
Tibanban,TIB-0098,TIB-0098-3,04,04,1,7027815105598273,8,1,,,,1,1,"Z,B,F",2,4,1,2,3,4
Tibanban,TIB-0098,TIB-0098-4,05,00,1,2237361309937824,1,8,,,,2,2,,1,1,2,4,1,2
Tibanban,TIB-0098,TIB-0098-5,03,07,8,1300840704186709,2,8,,,,1,1,"G,D,F",,,,,,
Tibanban,TIB-0098,TIB-0098-6,01,03,2,6091296905631309,8,1,,,,1,2,"A,G,D",,,,,,
Tibanban,TIB-0099,TIB-0099-1,01,04,8,3481950471179793,2,8,,,,2,2,,4,2,2,3,2,3
Tibanban,TIB-0100,TIB-0100-1,05,03,8,5933881981224577,8,2,,,,2,1,,3,1,3,2,2,3
Tibanban,TIB-0100,TIB-0100-2,01,01,8,5925682702255121,2,8,,,,2,2,,3,3,2,4,2,2
Tibanban,TIB-0100,TIB-0100-3,06,02,8,7821225722544361,8,8,,2,1,2,1,,4,3,4,2,4,4
Tibanban,TIB-0101,TIB-0101-1,05,03,1,2773574445809795,2,1,,,,2,2,,2,2,2,2,3,4
Tibanban,TIB-0101,TIB-0101-2,06,07,1,1062347579526660,1,1,,,,1,2,"F,B,C",2,1,2,1,1,1
Tibanban,TIB-0102,TIB-0102-1,02,10,8,4470259933260906,8,8,,,,2,2,,2,3,4,4,4,3
Tibanban,TIB-0102,TIB-0102-2,04,03,8,5163875151362115,1,1,,,,2,1,,1,4,1,3,1,3
Tibanban,TIB-0102,TIB-0102-3,06,05,2,7113257049642252,8,2,,,,1,1,"C,G,D",4,1,2,2,3,2
Tibanban,TIB-0102,TIB-0102-4,01,05,2,1511547195835372,2,1,,,,2,1,,4,4,2,1,2,3
Tibanban,TIB-0103,TIB-0103-1,06,02,8,5767338274410365,1,8,,1,2,2,1,,3,4,2,1,3,2
Tibanban,TIB-0103,TIB-0103-2,01,06,8,3712759747115520,2,1,,,,2,1,,2,3,4,4,2,4
Tibanban,TIB-0103,TIB-0103-3,03,10,2,8162873350212573,2,8,,,,1,2,"C,E,Z",2,3,4,3,3,2
Tibanban,TIB-0103,TIB-0103-4,02,07,1,8643250267760248,8,1,,,,1,2,"Z,E,G",1,3,4,4,3,2
Tibanban,TIB-0103,TIB-0103-5,01,03,8,2021606589863460,8,8,,,,2,2,,2,2,1,1,2,1
Tibanban,TIB-0104,TIB-0104-1,03,07,2,8273078877081700,1,8,,,,1,2,"A,G,B",3,1,4,4,3,3
Tibanban,TIB-0104,TIB-0104-2,05,03,1,9099038988571147,1,2,,,,2,1,,1,1,1,4,2,3
Tibanban,TIB-0104,TIB-0104-3,04,01,8,4749477086749190,2,1,,,,2,2,,1,2,2,2,2,2
Tibanban,TIB-0104,TIB-0104-4,03,03,8,4213920203813695,2,2,,,,1,2,"G,B,A",1,1,4,1,1,2
Tibanban,TIB-0104,TIB-0104-5,06,00,1,4954637694789389,8,2,,,,1,2,"G,E,C",,,,,,
Tibanban,TIB-0104,TIB-0104-6,05,04,1,3675292459944589,1,1,,,,1,1,"E,Z,F",1,2,3,1,4,3
Tibanban,TIB-0105,TIB-0105-1,01,05,8,4281491424059696,8,8,,,,2,2,,4,2,1,2,2,2
Tibanban,TIB-0105,TIB-0105-2,05,09,1,2563586254169149,1,2,,,,1,2,"F,E,G",4,2,3,1,3,3
Tibanban,TIB-0105,TIB-0105-3,05,10,8,7090275998444211,1,1,1,1,1,1,1,"D,Z,C",2,2,1,2,2,3
Tibanban,TIB-0105,TIB-0105-4,03,10,2,4945725826189724,2,2,,,,2,2,,2,4,4,4,1,1
Tibanban,TIB-0105,TIB-0105-5,06,01,8,3222032295301436,1,2,,,,2,2,,4,1,1,3,1,1
Tibanban,TIB-0106,TIB-0106-1,01,00,8,4977119317807658,2,2,,2,1,2,1,,1,2,1,3,2,4
Tibanban,TIB-0106,TIB-0106-2,05,01,1,4031738767045438,2,8,,,,2,2,,3,3,4,4,3,3
Tibanban,TIB-0106,TIB-0106-3,03,08,2,1055526152332476,8,2,,,,1,2,"C,A,D",2,1,1,1,4,3
Tibanban,TIB-0106,TIB-0106-4,03,03,1,4913243909054505,8,2,,,,2,2,,4,2,1,1,2,1
Tibanban,TIB-0107,TIB-0107-1,03,05,8,4757732032986110,2,8,,,,1,2,"G,B,F",1,3,3,4,2,2
Tibanban,TIB-0107,TIB-0107-2,02,03,2,7065870887545129,1,2,,,,1,1,"D,E,A",2,4,2,1,1,3
Tibanban,TIB-0107,TIB-0107-3,01,02,8,5963336753497600,1,2,2,,,1,1,"B,Z,A",1,4,2,3,4,4
Tibanban,TIB-0107,TIB-0107-4,05,06,2,1456226578872114,2,8,,1,1,2,1,,4,3,4,2,3,4
Tibanban,TIB-0108,TIB-0108-1,06,09,1,9512994263125205,2,8,,,,2,1,,1,2,4,4,2,3
Tibanban,TIB-0108,TIB-0108-2,02,06,2,1751051941152910,1,8,,,,2,2,,3,2,3,1,1,1
Tibanban,TIB-0108,TIB-0108-3,05,08,1,6345424321850586,8,2,,2,1,2,2,,2,3,2,1,4,3
Tibanban,TIB-0108,TIB-0108-4,03,06,1,1378918133129475,1,8,,2,2,1,2,"D,Z,C",2,1,3,4,1,1
Tibanban,TIB-0109,TIB-0109-1,04,00,1,4565314932926121,8,8,,,,1,2,"E,F,Z",1,4,1,1,2,3
Tibanban,TIB-0110,TIB-0110-1,01,09,8,2094054312873990,8,8,,,,1,1,"E,F,D",,,,,,
Tibanban,TIB-0110,TIB-0110-2,04,01,1,8411179490467184,1,1,,,,1,1,"A,B,G",1,4,3,4,4,3
Tibanban,TIB-0111,TIB-0111-1,05,03,1,1659411341453602,2,2,,,,2,1,,2,1,2,3,3,3
Tibanban,TIB-0111,TIB-0111-2,02,04,8,9143809602995520,1,1,,,,1,1,"F,G,Z",2,1,2,1,1,4
Tibanban,TIB-0111,TIB-0111-3,01,05,2,3560110366446813,1,8,,2,1,2,2,,3,4,4,2,4,1
Tibanban,TIB-0112,TIB-0112-1,05,04,8,6378482641199879,8,2,,,,1,2,"A,G,D",,,,,,
Tibanban,TIB-0112,TIB-0112-2,05,00,8,7628772486080386,8,8,,1,2,1,1,"D,Z,C",4,3,4,2,4,3
Tibanban,TIB-0112,TIB-0112-3,05,07,2,1783689882684853,1,8,,,,1,2,"Z,C,B",2,1,2,1,2,3
Tibanban,TIB-0113,TIB-0113-1,01,03,1,7728010565529561,8,1,,,,2,2,,,,,,,
Tibanban,TIB-0113,TIB-0113-2,04,08,8,9612565271280310,8,2,,,,2,2,,4,4,2,2,3,2
Tibanban,TIB-0114,TIB-0114-1,02,03,8,3660060409852752,1,1,,1,2,1,1,"C,F,D",1,4,1,4,4,3
Tibanban,TIB-0114,TIB-0114-2,02,01,1,3325464072725785,8,8,,,,2,1,,2,1,2,1,3,3
Tibanban,TIB-0114,TIB-0114-3,01,06,1,1722271853772599,8,8,,1,2,2,2,,3,3,2,3,1,1
Tibanban,TIB-0114,TIB-0114-4,06,03,1,7858525147925591,2,2,,,,2,2,,4,3,2,2,2,3
Tibanban,TIB-0115,TIB-0115-1,03,03,2,7946294353330118,8,2,,1,1,2,1,,4,2,4,3,2,4
Tibanban,TIB-0115,TIB-0115-2,04,00,2,8912705978190950,8,8,2,,,1,2,"E,B,A",3,1,1,1,4,1
Tibanban,TIB-0115,TIB-0115-3,01,08,2,8870317908692378,2,2,,1,1,1,2,"D,Z,A",2,1,4,3,2,3
Tibanban,TIB-0115,TIB-0115-4,01,04,1,6137546096772272,1,8,,1,1,2,1,,1,4,3,2,3,4
Tibanban,TIB-0115,TIB-0115-5,03,06,2,6930709659586855,1,1,,1,2,2,2,,1,2,2,1,2,3
Tibanban,TIB-0115,TIB-0115-6,02,07,2,4929072780311380,2,1,,,,1,2,"F,A,Z",3,2,4,3,3,4
Tibanban,TIB-0116,TIB-0116-1,06,09,1,8816292379132532,8,8,,,,1,2,"G,C,F",3,3,2,4,2,4
Tibanban,TIB-0116,TIB-0116-2,05,09,2,3511980598100244,8,8,2,1,1,2,2,,4,4,3,4,1,3
Tibanban,TIB-0117,TIB-0117-1,02,04,8,4618716670913897,1,8,,1,1,1,2,"E,A,C",4,2,4,1,2,2
Tibanban,TIB-0118,TIB-0118-1,06,02,1,4411291083254163,2,8,,2,1,1,1,"C,F,G",2,1,2,2,3,3
Tibanban,TIB-0118,TIB-0118-2,02,04,2,4182845446809897,8,8,,,,2,1,,,,,,,
Tibanban,TIB-0118,TIB-0118-3,03,01,8,2345303367087888,2,1,,1,1,1,1,"G,F,B",2,1,2,1,3,3
Tibanban,TIB-0119,TIB-0119-1,02,00,8,6454921749059152,2,8,,2,1,1,1,"G,C,A",4,1,1,2,4,3
Tibanban,TIB-0119,TIB-0119-2,03,09,8,2884566454330686,8,8,,,,2,2,,1,2,2,3,2,4
Tibanban,TIB-0119,TIB-0119-3,06,01,1,1426408635010201,2,8,,,,2,1,,,,,,,
Tibanban,TIB-0119,TIB-0119-4,04,06,8,4261596333188191,2,2,,,,2,2,,2,1,4,2,1,4
Tibanban,TIB-0119,TIB-0119-5,01,01,1,7810015585627227,2,2,,,,1,2,"G,C,E",2,3,4,4,3,2
Tibanban,TIB-0120,TIB-0120-1,01,05,8,4647690578357079,1,2,,,,1,2,"E,C,D",,,,,,
Tibanban,TIB-0120,TIB-0120-2,03,02,2,7298407305111218,1,8,,,,2,1,,1,3,3,1,2,1
Tibanban,TIB-0120,TIB-0120-3,02,09,1,6020849215356995,2,2,,1,1,1,2,"C,A,G",2,3,4,3,3,3
Tibanban,TIB-0120,TIB-0120-4,02,00,8,2421705218865284,1,2,,,,1,1,"C,F,Z",1,2,2,3,1,2
Tibanban,TIB-0120,TIB-0120-5,06,08,2,6823138233491498,2,1,,2,2,2,2,,1,3,4,4,2,3
Tibanban,TIB-0120,TIB-0120-6,03,08,1,6045511202976377,8,2,,,,2,2,,1,4,1,1,2,3
Tibanban,TIB-0121,TIB-0121-1,01,07,8,8064419995508701,8,1,8,,,1,1,"D,E,C",4,2,4,4,2,4
Tibanban,TIB-0121,TIB-0121-2,02,02,1,8696580937073521,2,8,,2,2,2,1,,1,2,3,1,3,1
Tibanban,TIB-0121,TIB-0121-3,06,05,2,2485852090530637,8,2,,1,1,1,2,"B,A,D",1,2,4,3,2,1
Tibanban,TIB-0122,TIB-0122-1,01,05,1,8142609864733468,8,8,,,,2,1,,4,2,3,3,2,3
Tibanban,TIB-0122,TIB-0122-2,03,08,8,2868241992863296,1,1,,,,1,1,"D,G,C",,,,,,
Tibanban,TIB-0123,TIB-0123-1,05,08,2,8393674140243744,8,1,,,,2,2,,1,3,3,2,1,1
Tibanban,TIB-0123,TIB-0123-2,06,04,1,4629412212044833,2,8,,,,1,2,"B,A,C",,,,,,
Tibanban,TIB-0123,TIB-0123-3,02,10,8,6754843282119182,1,1,,,,1,2,"G,C,B",4,4,4,2,2,1
Tibanban,TIB-0123,TIB-0123-4,03,03,1,7677252011098409,8,8,,,,1,2,"G,C,B",3,4,2,2,4,1
Tibanban,TIB-0123,TIB-0123-5,02,09,2,9802008479905484,2,8,,,,1,1,"G,D,A",3,2,2,3,4,1
Tibanban,TIB-0123,TIB-0123-6,02,01,2,6126256764817454,2,8,8,2,2,1,2,"E,F,B",4,3,4,4,1,4
Tibanban,TIB-0124,TIB-0124-1,05,06,2,4066799061622532,8,2,,2,1,2,2,,4,1,4,1,1,2
Tibanban,TIB-0124,TIB-0124-2,03,03,2,1013185284800421,2,8,1,2,2,2,1,,1,2,4,4,1,3
Tibanban,TIB-0125,TIB-0125-1,05,09,8,3729094617960356,2,1,,,,2,1,,2,2,2,2,4,2
Tibanban,TIB-0125,TIB-0125-2,05,06,2,1353497654760686,2,8,8,2,1,1,1,"E,B,D",3,4,4,1,4,2
Tibanban,TIB-0126,TIB-0126-1,06,02,8,9299952798178275,1,8,,1,2,2,2,,2,4,3,1,4,1
Tibanban,TIB-0126,TIB-0126-2,04,05,2,7955029560878584,8,1,,,,2,1,,,,,,,
Tibanban,TIB-0127,TIB-0127-1,05,10,2,8264363250541549,2,1,,,,2,2,,1,3,2,2,2,1
Tibanban,TIB-0127,TIB-0127-2,01,00,2,9575152123176001,1,1,1,1,2,1,1,"Z,C,D",1,1,2,4,3,2
Tibanban,TIB-0127,TIB-0127-3,04,06,2,1017050620796089,8,1,,1,1,2,1,,2,3,3,1,4,4
Tibanban,TIB-0127,TIB-0127-4,01,10,2,4194559155824911,2,2,,2,1,1,2,"D,G,F",1,4,4,3,4,4
Tibanban,TIB-0127,TIB-0127-5,02,10,2,2952748848101116,2,1,,1,2,1,1,"D,A,F",3,2,4,1,1,1
Tibanban,TIB-0127,TIB-0127-6,03,06,1,9901385336984868,8,8,,,,2,1,,1,2,2,1,1,3
Tibanban,TIB-0128,TIB-0128-1,05,05,8,6931803624888528,2,2,,2,1,2,2,,1,1,4,3,4,1
Tibanban,TIB-0128,TIB-0128-2,05,04,1,3647427030780176,8,2,,,,2,1,,2,3,3,4,1,2
Tibanban,TIB-0128,TIB-0128-3,06,05,1,7472269358391306,2,8,8,1,1,2,1,,3,4,2,1,3,1
Tibanban,TIB-0128,TIB-0128-4,01,01,2,2088632375768519,1,8,,2,1,1,1,"E,B,A",1,3,2,1,3,1
Tibanban,TIB-0129,TIB-0129-1,01,02,2,9869169679196017,1,8,,,,1,1,"Z,B,G",,,,,,
Tibanban,TIB-0130,TIB-0130-1,04,00,1,7605064756472308,1,1,,,,2,1,,4,3,4,1,1,1
Tibanban,TIB-0130,TIB-0130-2,01,02,2,2204224922431161,8,8,,2,2,1,2,"F,G,D",2,1,2,4,3,3
Tibanban,TIB-0130,TIB-0130-3,05,01,1,6502035103181564,1,1,,1,1,1,1,"B,D,Z",1,3,1,4,2,3
Tibanban,TIB-0130,TIB-0130-4,02,06,1,4584700076197738,1,8,,,,1,2,"F,Z,C",2,2,3,2,4,1
Tibanban,TIB-0130,TIB-0130-5,06,07,8,7471257521110524,1,1,,,,1,1,"C,D,Z",4,3,3,1,1,4
Tibanban,TIB-0130,TIB-0130-6,01,07,8,9018983653551180,1,8,,,,1,2,"C,A,F",,,,,,
Tibanban,TIB-0131,TIB-0131-1,06,07,8,6083214047496464,8,2,,,,1,1,"G,A,F",2,2,4,1,2,4
Tibanban,TIB-0131,TIB-0131-2,06,07,2,5475123671306987,8,1,,,,2,2,,,,,,,
Tibanban,TIB-0131,TIB-0131-3,02,05,1,4610576661827680,2,1,,1,1,2,1,,3,2,4,2,1,2
Tibanban,TIB-0131,TIB-0131-4,03,08,1,8286212625826931,2,1,,,,2,2,,2,2,2,3,4,4
Tibanban,TIB-0131,TIB-0131-5,05,00,1,1656854527895525,8,2,2,,,2,1,,3,4,2,3,3,2
Tibanban,TIB-0132,TIB-0132-1,03,03,1,9705332006991839,1,8,,2,1,1,2,"D,E,Z",4,1,4,4,3,1
Tibanban,TIB-0132,TIB-0132-2,04,04,8,8273285344243592,2,2,,,,2,1,,2,4,3,3,1,4
Tibanban,TIB-0133,TIB-0133-1,01,00,2,5218763668497170,8,2,,2,2,2,2,,4,4,1,1,2,4
Tibanban,TIB-0133,TIB-0133-2,02,07,1,9696527082651037,8,2,,,,1,2,"Z,A,B",3,1,2,1,3,3
Tibanban,TIB-0133,TIB-0133-3,06,05,2,4958363806015563,8,2,,2,1,1,1,"Z,D,G",4,1,4,1,3,4
Tibanban,TIB-0133,TIB-0133-4,02,09,1,1592396828969118,8,8,,,,1,1,"F,Z,D",1,1,4,3,4,2
Tibanban,TIB-0133,TIB-0133-5,06,06,2,3780107636951850,2,8,8,2,1,2,2,,3,2,2,2,3,2
Tibanban,TIB-0133,TIB-0133-6,04,00,1,9383940657767701,8,2,,,,2,1,,1,4,4,1,1,2
Tibanban,TIB-0134,TIB-0134-1,02,00,2,3043990180350495,8,1,1,,,1,1,"G,C,Z",4,1,1,2,2,1
Tibanban,TIB-0134,TIB-0134-2,01,02,1,2218775999819573,1,2,,2,2,2,2,,3,2,2,3,2,3
Tibanban,TIB-0134,TIB-0134-3,03,03,8,1523820877019877,1,8,8,,,2,2,,1,2,2,2,1,3
Tibanban,TIB-0134,TIB-0134-4,03,06,2,3270587320482963,8,1,1,,,1,2,"A,F,B",3,1,3,3,3,1
Tibanban,TIB-0134,TIB-0134-5,04,05,8,5754454480481850,1,1,,2,1,2,2,,4,2,1,4,3,4
Tibanban,TIB-0134,TIB-0134-6,05,01,1,2503651934378895,1,1,,,,1,2,"E,A,Z",1,1,1,3,3,2
Tibanban,TIB-0135,TIB-0135-1,02,08,8,9997643641466366,8,1,,,,2,2,,,,,,,
Tibanban,TIB-0135,TIB-0135-2,02,05,1,9499037598374443,1,8,,,,1,1,"E,G,Z",,,,,,
Tibanban,TIB-0135,TIB-0135-3,01,05,1,6608702442261017,8,1,,1,2,2,2,,4,3,3,4,2,4
Tibanban,TIB-0135,TIB-0135-4,05,05,1,3699261503509228,1,1,,,,1,1,"G,D,E",2,2,1,2,2,2
Tibanban,TIB-0135,TIB-0135-5,02,01,8,2461367937870880,8,8,,,,1,2,"E,F,D",1,3,1,4,4,2
