barangay,household_id,member_id,last_name,first_name,suffix,middle_name,relationship,gender,birthday,age,local_civil_registry,marital_status,ethnicity,religion,can_read_write,highest_grade_completed
Tiblawan,TIB-0004,TIB-0004-4,Torres,Graciela,,Ramos,07,2,1975-08-18,49,1,2,Sangil,Iglesia ni Cristo,1,11000102
Tiblawan,TIB-0004,TIB-0004-5,Espinoza,Trinidad,,Ortiz,08,2,1986-10-13,38,1,2,Surigaonon,Roman Catholic,1,11000203
Tiblawan,TIB-0005,TIB-0005-1,Guerrero,Urbano,Sr.,Lopez,01,1,1976-09-12,48,1,2,Surigaonon,Islam,2,20400101
Tiblawan,TIB-0005,TIB-0005-2,Gutierrez,Hilario,III,Herrera,02,1,1997-08-08,27,8,1,Sangil,Roman Catholic,2,10000108
Tiblawan,TIB-0005,TIB-0005-3,Guerrero,Carlos,III,Aguilar,03,1,2021-01-01,3,1,1,Davawenyo,Roman Catholic,,00000000
Tiblawan,TIB-0006,TIB-0006-1,Torres,Silvino,Sr.,Ortiz,01,1,1976-03-15,48,1,2,Tagalog,Islam,2,20400103
Tiblawan,TIB-0006,TIB-0006-2,Torres,Wilhelmina,,Estrada,03,2,2021-08-21,3,2,1,Manobo,Roman Catholic,,00000000
Tiblawan,TIB-0007,TIB-0007-1,Flores,Wilfredo,IV,Gutierrez,02,1,2022-11-01,2,1,1,Sarangani,Roman Catholic,,00000000
Tiblawan,TIB-0007,TIB-0007-2,Gomez,Veronica,,Sanchez,02,2,1965-05-28,59,1,2,Maguindanao,Evangelical,1,10000101
Tiblawan,TIB-0007,TIB-0007-3,Reyes,Buenaventura,III,Cruz,08,1,1971-09-28,53,1,2,Tagalog,Roman Catholic,2,10000102
Tiblawan,TIB-0008,TIB-0008-1,Diaz,Isabella,,Gonzalez,01,2,1981-10-06,43,2,2,Others,Roman Catholic,2,21400101
Tiblawan,TIB-0009,TIB-0009-1,Rodriguez,Alfredo,IV,Rojas,01,1,2000-11-04,24,8,1,Bisaya/Binisaya,Others,2,20400103
Tiblawan,TIB-0009,TIB-0009-2,Rodriguez,Ines,,Molina,02,2,1970-11-22,54,8,2,Maranao,Roman Catholic,1,10000107
Tiblawan,TIB-0009,TIB-0009-3,Rodriguez,Dorothy,,Dela Cruz,07,2,1998-08-14,26,2,2,Sarangani,Islam,2,21400101
Tiblawan,TIB-0009,TIB-0009-4,Rodriguez,Hipolito,Jr.,Jimenez,04,1,2019-05-02,5,8,1,Sangil,Roman Catholic,1,00000000
Tiblawan,TIB-0010,TIB-0010-1,Torres,Natalia,,Cruz,01,2,1972-03-19,52,2,2,Surigaonon,Islam,2,11000202
Tiblawan,TIB-0010,TIB-0010-2,Torres,Agnes,,Garcia,02,2,1979-11-02,45,2,2,Mandaya,Iglesia ni Cristo,2,11000105
Tiblawan,TIB-0010,TIB-0010-3,Torres,Marina,,Gomez,07,2,1973-02-28,51,8,2,Maranao,Roman Catholic,1,20400101
Tiblawan,TIB-0010,TIB-0010-4,Torres,Fulgencio,Sr.,Ramirez,07,1,1989-03-05,35,1,2,Surigaonon,Roman Catholic,1,11000203
Tiblawan,TIB-0011,TIB-0011-1,Espinoza,Renata,,Gonzales,01,2,1986-09-05,38,2,2,Davawenyo,Islam,1,10000105
Tiblawan,TIB-0011,TIB-0011-2,Espinoza,Nina,,Rodriguez,02,2,1962-05-24,62,2,2,Surigaonon,Roman Catholic,1,30400108
Tiblawan,TIB-0012,TIB-0012-1,Morales,Guadalupe,,Sanchez,01,2,1968-05-20,56,8,2,Sarangani,Roman Catholic,2,11000105
Tiblawan,TIB-0012,TIB-0012-2,Morales,Roberto,,Romero,02,1,2001-05-23,23,8,2,Mandaya,Islam,2,21400105
Tiblawan,TIB-0012,TIB-0012-3,Morales,Eusebio,,Rojas,07,1,1979-10-24,45,8,2,Davawenyo,Roman Catholic,2,30400106
Tiblawan,TIB-0012,TIB-0012-4,Morales,Rufino,,Vega,03,1,2022-11-28,2,8,1,Others,Islam,,00000000
Tiblawan,TIB-0012,TIB-0012-5,Morales,Wenceslao,IV,Castillo,06,1,1963-04-18,61,1,2,Tausug,Roman Catholic,2,10000106
Tiblawan,TIB-0013,TIB-0013-1,Gonzales,Isaac,Jr.,Alvarez,02,1,2024-11-12,0,1,1,Maguindanao,Roman Catholic,,00000000
Tiblawan,TIB-0013,TIB-0013-2,Gonzales,Raquel,,Munoz,02,2,2000-05-22,24,8,2,Manobo,Islam,1,20400105
Tiblawan,TIB-0013,TIB-0013-3,Gonzales,Sylvia,,Santos,08,2,1993-06-17,31,2,2,Cebuano,Roman Catholic,1,11000105
Tiblawan,TIB-0013,TIB-0013-4,Gonzales,Cristina,,Aguilar,05,2,2007-04-11,17,1,1,Surigaonon,Roman Catholic,1,00000000
Tiblawan,TIB-0013,TIB-0013-5,Molina,Jacinta,,Guerrero,06,2,2003-06-22,21,8,2,Kalagan,Roman Catholic,2,20400103
Tiblawan,TIB-0013,TIB-0013-6,Gonzales,Vivian,,Herrera,08,2,2002-08-25,22,1,2,Maguindanao,Islam,2,11000203
Tiblawan,TIB-0014,TIB-0014-1,Alvarez,Wenceslao,Sr.,Martinez,01,1,1996-03-24,28,2,2,Cebuano,Roman Catholic,1,11000104
Tiblawan,TIB-0014,TIB-0014-2,Guerrero,Quintin,Jr.,Rivera,02,1,2002-11-23,22,8,1,Davawenyo,Others,2,20400102
Tiblawan,TIB-0014,TIB-0014-3,Alvarez,Felix,Jr.,Cruz,04,1,2018-05-08,6,1,1,Maranao,Roman Catholic,2,01000000
Tiblawan,TIB-0014,TIB-0014-4,Alvarez,Juan,,Cruz,04,1,2015-12-23,9,8,1,Sangirese,Roman Catholic,1,10000104
Tiblawan,TIB-0015,TIB-0015-1,Reyes,Maricris,,Gomez,01,2,1971-08-19,53,1,2,Sangil,Islam,2,21400103
Tiblawan,TIB-0016,TIB-0016-1,Aguilar,Andrea,,Dela Cruz,01,2,1999-04-15,25,1,1,Sarangani,Roman Catholic,1,10000105
Tiblawan,TIB-0016,TIB-0016-2,Aguilar,Esteban,Sr.,Rodriguez,03,1,2024-10-06,0,1,1,Maranao,Roman Catholic,,00000000
Tiblawan,TIB-0016,TIB-0016-3,Aguilar,Rosemarie,,Cruz,08,2,1981-03-10,43,8,2,Tagalog,Islam,1,11000103
Tiblawan,TIB-0017,TIB-0017-1,Reyes,Delfin,Jr.,Romero,01,1,1984-07-12,40,1,2,Surigaonon,Roman Catholic,2,20400101
Tiblawan,TIB-0017,TIB-0017-2,Reyes,Crispin,,Flores,03,1,2021-12-11,3,8,1,Surigaonon,Islam,,00000000
Tiblawan,TIB-0017,TIB-0017-3,Castro,Adoracion,,Lopez,08,2,1993-11-28,31,2,2,Maranao,Islam,2,11000105
Tiblawan,TIB-0017,TIB-0017-4,Reyes,Teodoro,IV,Flores,04,1,2013-09-01,11,1,1,Tagalog,Islam,2,02100000
Tiblawan,TIB-0018,TIB-0018-1,Flores,Omar,,Garcia,02,1,2023-07-11,1,8,1,Others,Roman Catholic,,00000000
Tiblawan,TIB-0018,TIB-0018-2,Flores,Alejandro,Sr.,Munoz,03,1,2024-08-16,0,8,1,Davawenyo,Roman Catholic,,00000000
Tiblawan,TIB-0018,TIB-0018-3,Flores,Lazaro,Sr.,Rodriguez,07,1,1977-02-09,47,8,2,Surigaonon,Roman Catholic,1,11000108
Tiblawan,TIB-0018,TIB-0018-4,Flores,Vicenta,,Munoz,04,2,2013-11-20,11,1,1,Tausug,Roman Catholic,1,00000000
Tiblawan,TIB-0018,TIB-0018-5,Flores,Ulises,,Mendoza,07,1,1973-09-07,51,1,2,Mandaya,Roman Catholic,1,11000104
Tiblawan,TIB-0018,TIB-0018-6,Reyes,Octavio,IV,Torres,06,1,1994-02-19,30,8,2,Manobo,Roman Catholic,1,11000105
Tiblawan,TIB-0019,TIB-0019-1,Santos,Juan,Jr.,Martinez,01,1,1992-11-07,32,1,2,Surigaonon,Roman Catholic,1,10000103
Tiblawan,TIB-0019,TIB-0019-2,Santos,Leticia,,Moreno,02,2,1998-02-02,26,8,2,Davawenyo,Aglipayan,2,11000102
Tiblawan,TIB-0020,TIB-0020-1,Gonzalez,Benedicto,Sr.,Rivera,02,1,2020-04-17,4,2,1,Manobo,Iglesia ni Cristo,,00000000
Tiblawan,TIB-0020,TIB-0020-2,Gonzalez,Jacinta,,Delgado,02,2,1987-08-07,37,1,2,Maranao,Islam,2,10000102
Tiblawan,TIB-0021,TIB-0021-1,Gutierrez,Valentin,IV,Bautista,02,1,2007-02-27,17,1,1,Tagalog,Islam,1,11000103
Tiblawan,TIB-0022,TIB-0022-1,Flores,Faustino,Sr.,Bautista,01,1,1968-04-04,56,1,2,Sangirese,Roman Catholic,2,20400103
Tiblawan,TIB-0022,TIB-0022-2,Flores,Lilia,,Herrera,02,2,1985-04-12,39,2,2,Kalagan,Islam,1,21400105
Tiblawan,TIB-0022,TIB-0022-3,Flores,Anita,,Molina,07,2,1973-09-17,51,2,2,Sangirese,Roman Catholic,1,20400105
Tiblawan,TIB-0022,TIB-0022-4,Ramos,Benjamin,Jr.,Dela Cruz,07,1,1976-04-12,48,2,2,Cebuano,Roman Catholic,1,11000102
Tiblawan,TIB-0023,TIB-0023-1,Aguilar,Lorenzo,III,Delgado,01,1,2004-06-02,20,1,2,Sangil,Roman Catholic,1,20400101
Tiblawan,TIB-0023,TIB-0023-2,Aguilar,Pablo,IV,Ramirez,04,1,2018-07-09,6,8,1,Mandaya,Jehovah's Witnesses,2,10000105
Tiblawan,TIB-0023,TIB-0023-3,Molina,Veronica,,Santos,06,2,1981-08-18,43,2,2,Sarangani,Islam,1,11000103
Tiblawan,TIB-0023,TIB-0023-4,Aguilar,Susan,,Herrera,07,2,2006-09-20,18,1,1,Tagalog,Roman Catholic,2,20400105
Tiblawan,TIB-0024,TIB-0024-1,Castro,Telesforo,Jr.,Molina,02,1,2021-09-09,3,8,1,Davawenyo,Islam,,00000000
Tiblawan,TIB-0024,TIB-0024-2,Contreras,Carolina,,Silva,02,2,1988-11-21,36,8,2,Mandaya,Roman Catholic,1,10000108
Tiblawan,TIB-0024,TIB-0024-3,Ortiz,Guadalupe,,Diaz,06,2,1948-02-19,76,1,3,Manobo,Roman Catholic,1,30400108
Tiblawan,TIB-0024,TIB-0024-4,Castro,Fidel,IV,Vargas,06,1,1986-09-17,38,2,2,Tagalog,United Church of Christ,2,10000108
Tiblawan,TIB-0024,TIB-0024-5,Castro,Esther,,Jimenez,08,2,2004-09-08,20,8,1,Manobo,Roman Catholic,1,11000102
Tiblawan,TIB-0024,TIB-0024-6,Sanchez,Cecilia,,Gutierrez,07,2,1933-12-20,91,1,3,Tagalog,Roman Catholic,1,30400107
Tiblawan,TIB-0025,TIB-0025-1,Vega,Miguel,Jr.,Vargas,02,1,2022-02-02,2,2,1,Others,Roman Catholic,,00000000
Tiblawan,TIB-0025,TIB-0025-2,Vega,Luz,,Ramirez,02,2,1976-08-18,48,8,2,Bisaya/Binisaya,Roman Catholic,1,10000104
Tiblawan,TIB-0025,TIB-0025-3,Vega,Nicanor,Sr.,Castillo,06,1,1949-10-05,75,1,2,Davawenyo,Roman Catholic,1,10000101
Tiblawan,TIB-0025,TIB-0025-4,Vega,Maximo,Jr.,Reyes,07,1,1978-03-20,46,2,2,Sarangani,Roman Catholic,2,11000102
Tiblawan,TIB-0025,TIB-0025-5,Vega,Estela,,Jimenez,06,2,1997-06-25,27,8,2,Sangirese,Jehovah's Witnesses,1,20400105
Tiblawan,TIB-0025,TIB-0025-6,Bautista,Quirino,Sr.,Ramirez,06,1,1977-05-24,47,1,2,Bisaya/Binisaya,Roman Catholic,1,11000201
Tiblawan,TIB-0026,TIB-0026-1,Lopez,Fortunato,Jr.,Diaz,01,1,1995-03-19,29,8,1,Tagalog,Roman Catholic,1,10000101
Tiblawan,TIB-0026,TIB-0026-2,Delgado,Patricio,,Bautista,02,1,2002-01-16,22,1,1,Others,Roman Catholic,1,21400103
Tiblawan,TIB-0026,TIB-0026-3,Lopez,Martha,,Romero,08,2,2002-06-18,22,1,1,Maranao,Roman Catholic,1,11000101
Tiblawan,TIB-0026,TIB-0026-4,Herrera,Valentin,,Gomez,07,1,1999-05-01,25,8,1,Sarangani,Evangelical,1,11000202
Tiblawan,TIB-0027,TIB-0027-1,Munoz,Sotero,Jr.,Martinez,02,1,2022-09-19,2,2,1,Maguindanao,Islam,,00000000
Tiblawan,TIB-0027,TIB-0027-2,Munoz,Rosemarie,,Santos,02,2,1970-06-09,54,8,2,Sangil,Roman Catholic,1,11000104
Tiblawan,TIB-0027,TIB-0027-3,Munoz,Valentina,,Bautista,04,2,2011-07-26,13,2,1,Kalagan,Roman Catholic,2,11000104
Tiblawan,TIB-0027,TIB-0027-4,Munoz,Alejandra,,Bautista,03,2,2021-08-25,3,1,1,Davawenyo,Roman Catholic,,00000000
Tiblawan,TIB-0028,TIB-0028-1,Rivera,Isabella,,Contreras,01,2,2005-12-23,19,1,1,Maguindanao,Roman Catholic,2,21400102
Tiblawan,TIB-0029,TIB-0029-1,Ramirez,Wenceslao,IV,Castillo,02,1,2019-01-17,5,1,1,Sangil,Roman Catholic,2,00000000
Tiblawan,TIB-0029,TIB-0029-2,Garcia,Gabriela,,Silva,02,2,1966-03-21,58,8,3,Tausug,Islam,1,11000104
Tiblawan,TIB-0029,TIB-0029-3,Ramirez,Ildefonso,III,Silva,08,1,1990-06-05,34,2,2,Mandaya,Roman Catholic,2,10000106
Tiblawan,TIB-0030,TIB-0030-1,Martinez,Beatriz,,Gomez,02,2,2018-09-21,6,2,1,Sangirese,Roman Catholic,2,10000104
Tiblawan,TIB-0031,TIB-0031-1,Cruz,Nelly,,Santos,01,2,1982-06-06,42,2,2,Bisaya/Binisaya,Roman Catholic,1,10000103
Tiblawan,TIB-0032,TIB-0032-1,Bautista,Valentin,Jr.,Reyes,01,1,1978-01-09,46,2,2,Cebuano,Roman Catholic,1,10000108
Tiblawan,TIB-0032,TIB-0032-2,Bautista,Lauro,III,Reyes,02,1,1979-11-12,45,8,2,Kalagan,Islam,1,10000101
Tiblawan,TIB-0032,TIB-0032-3,Gonzales,Demetrio,Sr.,Ortiz,08,1,1979-08-03,45,1,1,Tagalog,Roman Catholic,2,11000104
Tiblawan,TIB-0032,TIB-0032-4,Contreras,Belinda,,Gutierrez,06,2,1986-05-11,38,1,2,Davawenyo,Roman Catholic,1,20400103
Tiblawan,TIB-0033,TIB-0033-1,Munoz,Rosemarie,,Rivera,01,2,1954-03-06,70,8,2,Cebuano,Roman Catholic,2,10000102
Tiblawan,TIB-0033,TIB-0033-2,Munoz,Mateo,IV,Gomez,02,1,1993-05-21,31,8,2,Sangil,Jehovah's Witnesses,2,30400107
Tiblawan,TIB-0033,TIB-0033-3,Gutierrez,Ruperto,Jr.,Mendoza,06,1,1984-10-17,40,1,2,Mandaya,Roman Catholic,1,10000105
Tiblawan,TIB-0033,TIB-0033-4,Mendoza,Melchor,,Valencia,08,1,1974-11-20,50,2,3,Tausug,Roman Catholic,2,30400106
Tiblawan,TIB-0033,TIB-0033-5,Jimenez,Vicente,Jr.,Castillo,06,1,2002-10-24,22,8,2,Tagalog,Seventh-day Adventist,2,11000101
Tiblawan,TIB-0034,TIB-0034-1,Lopez,Guillermo,Jr.,Contreras,01,1,1974-08-17,50,1,2,Tausug,Bible Baptist Church,1,11000202
Tiblawan,TIB-0034,TIB-0034-2,Lopez,Carlos,,Valencia,03,1,2024-07-17,0,1,1,Maranao,Bible Baptist Church,,00000000
Tiblawan,TIB-0034,TIB-0034-3,Valencia,Virginia,,Flores,06,2,1951-03-06,73,1,2,Mandaya,Roman Catholic,1,11000102
Tiblawan,TIB-0034,TIB-0034-4,Jimenez,Patricia,,Silva,07,2,1987-08-17,37,2,2,Tausug,Roman Catholic,1,20400101
Tiblawan,TIB-0035,TIB-0035-1,Romero,Andrea,,Gomez,01,2,2005-06-11,19,1,1,Sangil,Bible Baptist Church,2,11000102
Tiblawan,TIB-0035,TIB-0035-2,Romero,Salvador,,Silva,05,1,2007-11-25,17,8,1,Others,Islam,2,10000101
Tiblawan,TIB-0036,TIB-0036-1,Jimenez,Modesto,Sr.,Dela Cruz,01,1,1927-12-22,97,1,3,Sarangani,Roman Catholic,2,21400103
Tiblawan,TIB-0036,TIB-0036-2,Jimenez,Isidoro,IV,Vega,02,1,1975-03-21,49,8,2,Others,Bible Baptist Church,1,11000101
Tiblawan,TIB-0036,TIB-0036-3,Jimenez,Fernando,Jr.,Bautista,04,1,2017-10-01,7,8,1,Sangirese,Roman Catholic,2,01000000
Tiblawan,TIB-0036,TIB-0036-4,Jimenez,Josefa,,Martinez,06,2,1974-10-19,50,1,2,Cebuano,Iglesia ni Cristo,1,10000106
Tiblawan,TIB-0036,TIB-0036-5,Jimenez,Pedro,Sr.,Vargas,06,1,1991-06-11,33,2,1,Sangirese,Roman Catholic,1,20400105
Tiblawan,TIB-0037,TIB-0037-1,Silva,Bernardo,Sr.,Mendoza,01,1,1985-10-08,39,2,1,Maguindanao,Roman Catholic,2,10000106
Tiblawan,TIB-0037,TIB-0037-2,Silva,Ulises,Sr.,Rodriguez,02,1,1977-01-17,47,2,2,Tagalog,Roman Catholic,1,11000103
Tiblawan,TIB-0038,TIB-0038-1,Rojas,Pio,Jr.,Aguilar,01,1,1973-08-13,51,1,2,Bisaya/Binisaya,Roman Catholic,2,30400108
Tiblawan,TIB-0038,TIB-0038-2,Rojas,Salvador,III,Sanchez,04,1,2017-07-09,7,2,1,Cebuano,Roman Catholic,1,10000104
Tiblawan,TIB-0038,TIB-0038-3,Rojas,Reynaldo,Jr.,Rodriguez,07,1,1981-05-22,43,8,2,Kalagan,Roman Catholic,1,11000105
Tiblawan,TIB-0038,TIB-0038-4,Rojas,Amador,IV,Garcia,06,1,1986-05-12,38,8,2,Sarangani,Evangelical,1,21400105
Tiblawan,TIB-0039,TIB-0039-1,Reyes,Aurora,,Alvarez,02,2,2013-04-17,11,1,1,Maranao,Roman Catholic,2,01000000
Tiblawan,TIB-0039,TIB-0039-2,Reyes,Isaac,III,Sanchez,02,1,2006-12-23,18,2,2,Tagalog,Islam,2,11000104
Tiblawan,TIB-0039,TIB-0039-3,Reyes,Angelina,,Herrera,03,2,2024-12-02,0,2,1,Kalagan,Roman Catholic,,00000000
Tiblawan,TIB-0040,TIB-0040-1,Santos,Urbano,,Castillo,01,1,1997-02-26,27,8,2,Bisaya/Binisaya,Islam,1,30400108
Tiblawan,TIB-0040,TIB-0040-2,Santos,Liza,,Delgado,02,2,1981-12-24,43,8,2,Tagalog,United Church of Christ,1,11000105
Tiblawan,TIB-0040,TIB-0040-3,Santos,Ruth,,Herrera,06,2,1932-02-03,92,8,2,Tagalog,Roman Catholic,1,10000108
Tiblawan,TIB-0040,TIB-0040-4,Mendoza,Reynaldo,,Romero,06,1,1962-06-13,62,2,2,Tausug,Roman Catholic,1,10000101
Tiblawan,TIB-0041,TIB-0041-1,Garcia,Augusto,Jr.,Guerrero,02,1,2018-11-17,6,8,1,Others,Aglipayan,2,10000103
Tiblawan,TIB-0041,TIB-0041-2,Garcia,Lauro,Jr.,Ruiz,04,1,2015-10-01,9,2,1,Sarangani,Roman Catholic,1,01000000
Tiblawan,TIB-0041,TIB-0041-3,Gomez,Telesforo,III,Mendoza,06,1,1992-04-16,32,2,1,Surigaonon,Roman Catholic,1,10000104
Tiblawan,TIB-0041,TIB-0041-4,Santos,Sergio,,Flores,06,1,1961-11-16,63,1,2,Sangirese,Roman Catholic,1,11000101
Tiblawan,TIB-0041,TIB-0041-5,Garcia,Gabriel,,Torres,06,1,1993-08-21,31,1,2,Maranao,Roman Catholic,1,30400108
Tiblawan,TIB-0042,TIB-0042-1,Castillo,Quintin,III,Castro,02,1,2020-04-11,4,2,1,Maguindanao,United Church of Christ,,00000000
Tiblawan,TIB-0042,TIB-0042-2,Castillo,Dolores,,Mendoza,05,2,2009-04-02,15,2,1,Tausug,Islam,2,11000203
Tiblawan,TIB-0042,TIB-0042-3,Castillo,Adelina,,Santos,07,2,2003-01-26,21,1,2,Sangil,Iglesia ni Cristo,2,11000203
Tiblawan,TIB-0042,TIB-0042-4,Castillo,Rosemarie,,Sanchez,08,2,1988-12-04,36,2,2,Kalagan,Roman Catholic,1,10000108
Tiblawan,TIB-0042,TIB-0042-5,Castillo,Nicanor,III,Romero,07,1,1935-02-18,89,1,2,Cebuano,Islam,2,21400102
Tiblawan,TIB-0043,TIB-0043-1,Gonzalez,Virginia,,Herrera,02,2,2020-05-06,4,1,1,Maguindanao,Roman Catholic,,00000000
Tiblawan,TIB-0043,TIB-0043-2,Gonzalez,Silvestre,III,Romero,05,1,2009-09-10,15,1,1,Davawenyo,Roman Catholic,1,11000105
Tiblawan,TIB-0043,TIB-0043-3,Guerrero,Eva,,Perez,08,2,2001-05-24,23,8,2,Mandaya,Roman Catholic,2,11000104
Tiblawan,TIB-0043,TIB-0043-4,Gonzalez,Adelina,,Gutierrez,07,2,1996-10-16,28,2,2,Sangil,Roman Catholic,1,10000107
Tiblawan,TIB-0043,TIB-0043-5,Gutierrez,Norberto,,Castro,07,1,1950-10-19,74,1,2,Kalagan,Roman Catholic,1,11000105
Tiblawan,TIB-0044,TIB-0044-1,Munoz,Timoteo,Jr.,Rivera,02,1,2023-11-22,1,1,1,Davawenyo,Roman Catholic,,00000000
Tiblawan,TIB-0044,TIB-0044-2,Munoz,Isagani,Jr.,Rojas,04,1,2019-03-13,5,1,1,Sarangani,Roman Catholic,1,00000000
Tiblawan,TIB-0044,TIB-0044-3,Munoz,Federico,Jr.,Delgado,08,1,2001-04-14,23,2,1,Sangil,Others,1,20400102
Tiblawan,TIB-0044,TIB-0044-4,Munoz,Wilhelmina,,Gomez,06,2,1995-02-26,29,2,1,Sangil,Roman Catholic,2,30400107
Tiblawan,TIB-0045,TIB-0045-1,Jimenez,Araceli,,Morales,02,2,2015-05-20,9,1,1,Mandaya,Roman Catholic,2,10000104
Tiblawan,TIB-0045,TIB-0045-2,Jimenez,Ursula,,Contreras,02,2,1999-08-17,25,2,2,Sangil,Roman Catholic,1,10000104
Tiblawan,TIB-0046,TIB-0046-1,Flores,Wenceslao,Jr.,Sanchez,01,1,1964-03-01,60,8,2,Cebuano,Roman Catholic,1,21400102
Tiblawan,TIB-0046,TIB-0046-2,Flores,Hernando,IV,Gomez,04,1,2015-10-06,9,1,1,Others,Roman Catholic,2,10000102
Tiblawan,TIB-0046,TIB-0046-3,Flores,Maricris,,Ramos,08,2,2003-07-25,21,1,2,Tausug,Roman Catholic,1,20400101
Tiblawan,TIB-0046,TIB-0046-4,Flores,Rogelio,Jr.,Gomez,04,1,2019-03-25,5,8,1,Tagalog,United Church of Christ,2,00000000
Tiblawan,TIB-0047,TIB-0047-1,Herrera,Benedicto,IV,Dela Rosa,01,1,2005-04-23,19,8,1,Sangirese,Roman Catholic,1,11000103
Tiblawan,TIB-0047,TIB-0047-2,Herrera,Andrea,,Martinez,03,2,2023-12-01,1,2,1,Bisaya/Binisaya,Roman Catholic,,00000000
Tiblawan,TIB-0047,TIB-0047-3,Herrera,Elvira,,Vargas,08,2,1950-07-28,74,2,2,Mandaya,Roman Catholic,1,21400101
Tiblawan,TIB-0047,TIB-0047-4,Alvarez,Angela,,Cruz,06,2,1981-08-27,43,1,2,Cebuano,Roman Catholic,2,20400101
Tiblawan,TIB-0047,TIB-0047-5,Herrera,Nicanor,Sr.,Silva,07,1,1993-02-18,31,8,2,Kalagan,Roman Catholic,1,21400103
Tiblawan,TIB-0047,TIB-0047-6,Herrera,Beatriz,,Martinez,04,2,2012-11-11,12,2,1,Sarangani,Roman Catholic,1,11000203
Tiblawan,TIB-0048,TIB-0048-1,Reyes,Pamela,,Castillo,01,2,1951-04-12,73,8,2,Bisaya/Binisaya,Roman Catholic,2,30400108
Tiblawan,TIB-0048,TIB-0048-2,Flores,Salvador,Jr.,Romero,02,1,1984-09-10,40,1,2,Davawenyo,Roman Catholic,2,20400101
Tiblawan,TIB-0048,TIB-0048-3,Reyes,Gloria,,Castillo,05,2,2009-12-06,15,1,1,Tagalog,Roman Catholic,2,11000105
Tiblawan,TIB-0048,TIB-0048-4,Reyes,Julio,IV,Ramos,08,1,1978-08-02,46,2,2,Tagalog,Aglipayan,1,10000105
Tiblawan,TIB-0048,TIB-0048-5,Reyes,Tiburcio,Sr.,Castillo,05,1,2007-08-08,17,2,1,Others,Roman Catholic,2,11000102
Tiblawan,TIB-0049,TIB-0049-1,Vargas,Mateo,IV,Cruz,02,1,2022-06-26,2,2,1,Tagalog,Islam,,00000000
Tiblawan,TIB-0049,TIB-0049-2,Vargas,Caridad,,Ramirez,03,2,2023-04-27,1,1,1,Others,Roman Catholic,,00000000
Tiblawan,TIB-0049,TIB-0049-3,Vargas,Lina,,Ramirez,03,2,2021-08-14,3,1,1,Tagalog,Roman Catholic,,00000000
Tiblawan,TIB-0050,TIB-0050-1,Martinez,Gualberto,Jr.,Gonzales,01,1,2002-01-07,22,8,2,Cebuano,Islam,1,20400103
Tiblawan,TIB-0050,TIB-0050-2,Martinez,Angel,,Sanchez,03,1,2021-10-05,3,1,1,Maguindanao,Roman Catholic,,00000000
Tiblawan,TIB-0050,TIB-0050-3,Espinoza,Faustino,,Vargas,08,1,1981-11-16,43,1,1,Mandaya,Roman Catholic,2,21400105
Tiblawan,TIB-0051,TIB-0051-1,Bautista,Quintin,Sr.,Lopez,02,1,2020-03-25,4,2,1,Surigaonon,Roman Catholic,,00000000
Tiblawan,TIB-0051,TIB-0051-2,Bautista,Cipriano,Jr.,Gutierrez,05,1,2007-03-11,17,2,1,Surigaonon,Islam,1,11000101
Tiblawan,TIB-0051,TIB-0051-3,Bautista,Jose,Sr.,Valencia,08,1,1963-05-08,61,8,2,Sangirese,Islam,2,30400107
Tiblawan,TIB-0051,TIB-0051-4,Bautista,Joaquin,IV,Moreno,06,1,1992-11-21,32,2,2,Sarangani,Islam,2,11000105
Tiblawan,TIB-0051,TIB-0051-5,Espinoza,Romulo,Jr.,Gutierrez,08,1,1979-02-19,45,2,2,Tagalog,Islam,2,11000103
Tiblawan,TIB-0052,TIB-0052-1,Lopez,Rosalinda,,Alvarez,02,2,2020-02-04,4,1,1,Others,Islam,,00000000
Tiblawan,TIB-0052,TIB-0052-2,Lopez,Vilma,,Santos,03,2,2023-03-12,1,2,1,Manobo,Roman Catholic,,00000000
Tiblawan,TIB-0053,TIB-0053-1,Ramirez,Manuela,,Vega,01,2,1975-05-06,49,2,1,Manobo,Roman Catholic,1,10000103
Tiblawan,TIB-0053,TIB-0053-2,Ramirez,Bernardo,III,Reyes,03,1,2024-04-07,0,2,1,Sarangani,Roman Catholic,,00000000
Tiblawan,TIB-0054,TIB-0054-1,Torres,Rita,,Alvarez,02,2,2012-05-22,12,1,1,Manobo,Bible Baptist Church,2,11000201
Tiblawan,TIB-0055,TIB-0055-1,Herrera,Rafael,Sr.,Romero,02,1,2007-03-02,17,1,1,Sangil,Roman Catholic,1,11000103
Tiblawan,TIB-0056,TIB-0056-1,Dela Cruz,Esteban,,Gutierrez,02,1,2013-09-16,11,8,1,Cebuano,Roman Catholic,1,10000105
Tiblawan,TIB-0057,TIB-0057-1,Cruz,Gervasio,Sr.,Sanchez,01,1,1959-11-27,65,8,3,Sarangani,Roman Catholic,1,11000202
Tiblawan,TIB-0057,TIB-0057-2,Cruz,Wenceslao,,Gutierrez,04,1,2019-05-23,5,1,1,Tausug,Roman Catholic,2,00000000
Tiblawan,TIB-0057,TIB-0057-3,Molina,Hipolito,Jr.,Herrera,08,1,1996-12-28,28,2,2,Sangil,Roman Catholic,2,10000107
